org_name,Year,Month,Recetpts,Disposals,Pending,Response_rate,,,
Department of Investment & Public Asset Management,2017,4,32,19,13,0.59375,,,
Department of Investment & Public Asset Management,2017,5,35,38,-3,1.085714286,,,
Department of Investment & Public Asset Management,2017,6,31,40,-9,1.290322581,,,
Department of Investment & Public Asset Management,2017,7,68,69,-1,1.014705882,,,
Department of Investment & Public Asset Management,2017,8,31,32,-1,1.032258065,,,
Department of Investment & Public Asset Management,2017,9,31,31,0,1,,,
Department of Investment & Public Asset Management,2017,10,32,37,-5,1.15625,,,
Department of Investment & Public Asset Management,2017,11,69,73,-4,1.057971014,,,
Department of Investment & Public Asset Management,2017,12,37,34,3,0.918918919,,,
Department of Investment & Public Asset Management,2018,1,38,26,12,0.684210526,,,
Department of Investment & Public Asset Management,2018,2,25,39,-14,1.56,,,
Department of Investment & Public Asset Management,2018,3,36,28,8,0.777777778,,,
Department of Investment & Public Asset Management,2018,4,58,50,8,0.862068966,,,
Department of Investment & Public Asset Management,2018,5,87,99,-12,1.137931034,,,
Department of Investment & Public Asset Management,2018,6,28,29,-1,1.035714286,,,
Department of Investment & Public Asset Management,2018,7,31,30,1,0.967741935,,,
Department of Investment & Public Asset Management,2018,8,22,29,-7,1.318181818,,,
Department of Investment & Public Asset Management,2018,9,25,23,2,0.92,,,
Department of Investment & Public Asset Management,2018,10,24,26,-2,1.083333333,,,
Department of Investment & Public Asset Management,2018,11,19,19,0,1,,,
Department of Investment & Public Asset Management,2018,12,37,35,2,0.945945946,,,
Department of Investment & Public Asset Management,2019,1,51,46,5,0.901960784,,,
Department of Investment & Public Asset Management,2019,2,46,45,1,0.97826087,,,
Department of Investment & Public Asset Management,2019,3,62,62,0,1,,,
Department of Investment & Public Asset Management,2019,4,37,39,-2,1.054054054,,,
Department of Investment & Public Asset Management,2019,5,43,38,5,0.88372093,,,
Department of Investment & Public Asset Management,2019,6,50,34,16,0.68,,,
Department of Investment & Public Asset Management,2019,7,48,53,-5,1.104166667,,,
Department of Investment & Public Asset Management,2019,8,49,42,7,0.857142857,,,
Department of Investment & Public Asset Management,2019,9,50,64,-14,1.28,,,
Department of Investment & Public Asset Management,2019,10,41,50,-9,1.219512195,,,
Department of Investment & Public Asset Management,2019,11,2,2,0,1,,,
Department of Justice,2016,1,1239,679,560,0.548022599,,,
Department of Justice,2016,2,1260,975,285,0.773809524,,,
Department of Justice,2016,3,965,1331,-366,1.379274611,,,
Department of Justice,2016,4,670,925,-255,1.380597015,,,
Department of Justice,2016,5,588,714,-126,1.214285714,,,
Department of Justice,2016,6,642,543,99,0.845794393,,,
Department of Justice,2016,7,544,452,92,0.830882353,,,
Department of Justice,2016,8,753,593,160,0.7875166,,,
Department of Justice,2016,9,739,584,155,0.790257104,,,
Department of Justice,2016,10,640,921,-281,1.4390625,,,
Department of Justice,2016,11,647,800,-153,1.236476043,,,
Department of Justice,2016,12,906,686,220,0.757174393,,,
Department of Justice,2017,1,834,1025,-191,1.229016787,,,
Department of Justice,2017,2,554,584,-30,1.054151625,,,
Department of Justice,2017,3,1100,1160,-60,1.054545455,,,
Department of Justice,2017,4,979,938,41,0.958120531,,,
Department of Justice,2017,5,1065,1082,-17,1.015962441,,,
Department of Justice,2017,6,897,974,-77,1.085841695,,,
Department of Justice,2017,7,1169,1125,44,0.962360992,,,
Department of Justice,2017,8,1182,1250,-68,1.057529611,,,
Department of Justice,2017,9,1037,929,108,0.895853423,,,
Department of Justice,2017,10,613,525,88,0.856443719,,,
Department of Justice,2017,11,679,610,69,0.898379971,,,
Department of Justice,2017,12,564,753,-189,1.335106383,,,
Department of Justice,2018,1,578,616,-38,1.065743945,,,
Department of Justice,2018,2,535,446,89,0.83364486,,,
Department of Justice,2018,3,671,440,231,0.655737705,,,
Department of Justice,2018,4,669,661,8,0.988041854,,,
Department of Justice,2018,5,858,867,-9,1.01048951,,,
Department of Justice,2018,6,486,555,-69,1.141975309,,,
Department of Justice,2018,7,618,523,95,0.846278317,,,
Department of Justice,2018,8,697,348,349,0.49928264,,,
Department of Justice,2018,9,629,840,-211,1.3354531,,,
Department of Justice,2018,10,748,929,-181,1.24197861,,,
Department of Justice,2018,11,591,576,15,0.974619289,,,
Department of Justice,2018,12,494,293,201,0.593117409,,,
Department of Justice,2019,1,561,643,-82,1.146167558,,,
Department of Justice,2019,2,620,974,-354,1.570967742,,,
Department of Justice,2019,3,563,601,-38,1.06749556,,,
Department of Justice,2019,4,593,626,-33,1.055649241,,,
Department of Justice,2019,5,620,632,-12,1.019354839,,,
Department of Justice,2019,6,667,602,65,0.902548726,,,
Department of Justice,2019,7,917,933,-16,1.017448201,,,
Department of Justice,2019,8,808,877,-69,1.08539604,,,
Department of Justice,2019,9,1069,995,74,0.930776427,,,
Department of Justice,2019,10,767,678,89,0.883963494,,,
Department of Justice,2019,11,20,11,9,0.55,,,
Department of Land Resources,2016,1,48,3,45,0.0625,,,
Department of Land Resources,2016,2,44,40,4,0.909090909,,,
Department of Land Resources,2016,3,77,116,-39,1.506493506,,,
Department of Land Resources,2016,4,42,52,-10,1.238095238,,,
Department of Land Resources,2016,5,39,41,-2,1.051282051,,,
Department of Land Resources,2016,6,65,70,-5,1.076923077,,,
Department of Land Resources,2016,7,42,2,40,0.047619048,,,
Department of Land Resources,2016,8,69,21,48,0.304347826,,,
Department of Land Resources,2016,9,39,2,37,0.051282051,,,
Department of Land Resources,2016,10,35,76,-41,2.171428571,,,
Department of Land Resources,2016,11,79,118,-39,1.493670886,,,
Department of Land Resources,2016,12,104,64,40,0.615384615,,,
Department of Land Resources,2017,1,47,64,-17,1.361702128,,,
Department of Land Resources,2017,2,97,7,90,0.072164948,,,
Department of Land Resources,2017,3,71,76,-5,1.070422535,,,
Department of Land Resources,2017,4,82,50,32,0.609756098,,,
Department of Land Resources,2017,5,82,207,-125,2.524390244,,,
Department of Land Resources,2017,6,92,96,-4,1.043478261,,,
Department of Land Resources,2017,7,82,84,-2,1.024390244,,,
Department of Land Resources,2017,8,78,90,-12,1.153846154,,,
Department of Land Resources,2017,9,72,90,-18,1.25,,,
Department of Land Resources,2017,10,65,18,47,0.276923077,,,
Department of Land Resources,2017,11,68,119,-51,1.75,,,
Department of Land Resources,2017,12,64,67,-3,1.046875,,,
Department of Land Resources,2018,1,39,53,-14,1.358974359,,,
Department of Land Resources,2018,2,38,15,23,0.394736842,,,
Department of Land Resources,2018,3,41,4,37,0.097560976,,,
Department of Land Resources,2018,4,49,10,39,0.204081633,,,
Department of Land Resources,2018,5,101,175,-74,1.732673267,,,
Department of Land Resources,2018,6,31,31,0,1,,,
Department of Land Resources,2018,7,45,56,-11,1.244444444,,,
Department of Land Resources,2018,8,50,63,-13,1.26,,,
Department of Land Resources,2018,9,36,37,-1,1.027777778,,,
Department of Land Resources,2018,10,42,36,6,0.857142857,,,
Department of Land Resources,2018,11,42,45,-3,1.071428571,,,
Department of Land Resources,2018,12,55,38,17,0.690909091,,,
Department of Land Resources,2019,1,61,70,-9,1.147540984,,,
Department of Land Resources,2019,2,66,65,1,0.984848485,,,
Department of Land Resources,2019,3,80,75,5,0.9375,,,
Department of Land Resources,2019,4,30,6,24,0.2,,,
Department of Land Resources,2019,5,43,1,42,0.023255814,,,
Department of Land Resources,2019,6,64,79,-15,1.234375,,,
Department of Land Resources,2019,7,81,49,32,0.604938272,,,
Department of Land Resources,2019,8,61,28,33,0.459016393,,,
Department of Land Resources,2019,9,81,101,-20,1.24691358,,,
Department of Land Resources,2019,10,43,13,30,0.302325581,,,
Department of Land Resources,2019,11,3,10,-7,3.333333333,,,
Department of Legal Affairs,2016,1,379,273,106,0.720316623,,,
Department of Legal Affairs,2016,2,396,254,142,0.641414141,,,
Department of Legal Affairs,2016,3,264,277,-13,1.049242424,,,
Department of Legal Affairs,2016,4,200,173,27,0.865,,,
Department of Legal Affairs,2016,5,180,144,36,0.8,,,
Department of Legal Affairs,2016,6,201,29,172,0.144278607,,,
Department of Legal Affairs,2016,7,175,249,-74,1.422857143,,,
Department of Legal Affairs,2016,8,269,80,189,0.29739777,,,
Department of Legal Affairs,2016,9,250,127,123,0.508,,,
Department of Legal Affairs,2016,10,233,141,92,0.605150215,,,
Department of Legal Affairs,2016,11,267,242,25,0.906367041,,,
Department of Legal Affairs,2016,12,321,193,128,0.601246106,,,
Department of Legal Affairs,2017,1,265,120,145,0.452830189,,,
Department of Legal Affairs,2017,2,233,281,-48,1.206008584,,,
Department of Legal Affairs,2017,3,449,299,150,0.665924276,,,
Department of Legal Affairs,2017,4,341,151,190,0.442815249,,,
Department of Legal Affairs,2017,5,410,592,-182,1.443902439,,,
Department of Legal Affairs,2017,6,347,534,-187,1.538904899,,,
Department of Legal Affairs,2017,7,304,327,-23,1.075657895,,,
Department of Legal Affairs,2017,8,335,289,46,0.862686567,,,
Department of Legal Affairs,2017,9,249,179,70,0.718875502,,,
Department of Legal Affairs,2017,10,222,179,43,0.806306306,,,
Department of Legal Affairs,2017,11,240,218,22,0.908333333,,,
Department of Legal Affairs,2017,12,224,89,135,0.397321429,,,
Department of Legal Affairs,2018,1,200,174,26,0.87,,,
Department of Legal Affairs,2018,2,176,137,39,0.778409091,,,
Department of Legal Affairs,2018,3,238,114,124,0.478991597,,,
Department of Legal Affairs,2018,4,264,327,-63,1.238636364,,,
Department of Legal Affairs,2018,5,272,239,33,0.878676471,,,
Department of Legal Affairs,2018,6,158,91,67,0.575949367,,,
Department of Legal Affairs,2018,7,236,118,118,0.5,,,
Department of Legal Affairs,2018,8,213,170,43,0.798122066,,,
Department of Legal Affairs,2018,9,181,145,36,0.801104972,,,
Department of Legal Affairs,2018,10,224,84,140,0.375,,,
Department of Legal Affairs,2018,11,225,96,129,0.426666667,,,
Department of Legal Affairs,2018,12,198,288,-90,1.454545455,,,
Department of Legal Affairs,2019,1,233,90,143,0.386266094,,,
Department of Legal Affairs,2019,2,311,218,93,0.70096463,,,
Department of Legal Affairs,2019,3,349,226,123,0.64756447,,,
Department of Legal Affairs,2019,4,183,105,78,0.573770492,,,
Department of Legal Affairs,2019,5,169,93,76,0.550295858,,,
Department of Legal Affairs,2019,6,211,140,71,0.663507109,,,
Department of Legal Affairs,2019,7,241,182,59,0.755186722,,,
Department of Legal Affairs,2019,8,318,129,189,0.405660377,,,
Department of Legal Affairs,2019,9,293,135,158,0.460750853,,,
Department of Legal Affairs,2019,10,304,447,-143,1.470394737,,,
Department of Official Language,2016,1,12,5,7,0.416666667,,,
Department of Official Language,2016,2,26,22,4,0.846153846,,,
Department of Official Language,2016,3,25,32,-7,1.28,,,
Department of Official Language,2016,4,14,10,4,0.714285714,,,
Department of Official Language,2016,5,31,34,-3,1.096774194,,,
Department of Official Language,2016,6,28,32,-4,1.142857143,,,
Department of Official Language,2016,7,29,20,9,0.689655172,,,
Department of Official Language,2016,8,35,39,-4,1.114285714,,,
Department of Official Language,2016,9,59,60,-1,1.016949153,,,
Department of Official Language,2016,10,27,22,5,0.814814815,,,
Department of Official Language,2016,11,26,24,2,0.923076923,,,
Department of Official Language,2016,12,20,17,3,0.85,,,
Department of Official Language,2017,1,17,27,-10,1.588235294,,,
Department of Official Language,2017,2,20,17,3,0.85,,,
Department of Official Language,2017,3,31,25,6,0.806451613,,,
Department of Official Language,2017,4,31,27,4,0.870967742,,,
Department of Official Language,2017,5,27,33,-6,1.222222222,,,
Department of Official Language,2017,6,27,35,-8,1.296296296,,,
Department of Official Language,2017,7,20,19,1,0.95,,,
Department of Official Language,2017,8,25,23,2,0.92,,,
Department of Official Language,2017,9,27,20,7,0.740740741,,,
Department of Official Language,2017,10,11,18,-7,1.636363636,,,
Department of Official Language,2017,11,32,25,7,0.78125,,,
Department of Official Language,2017,12,28,20,8,0.714285714,,,
Department of Official Language,2018,1,22,27,-5,1.227272727,,,
Department of Official Language,2018,2,24,35,-11,1.458333333,,,
Department of Official Language,2018,3,30,22,8,0.733333333,,,
Department of Official Language,2018,4,44,26,18,0.590909091,,,
Department of Official Language,2018,5,69,69,0,1,,,
Department of Official Language,2018,6,12,35,-23,2.916666667,,,
Department of Official Language,2018,7,34,29,5,0.852941176,,,
Department of Official Language,2018,8,53,31,22,0.58490566,,,
Department of Official Language,2018,9,35,45,-10,1.285714286,,,
Department of Official Language,2018,10,27,27,0,1,,,
Department of Official Language,2018,11,11,26,-15,2.363636364,,,
Department of Official Language,2018,12,33,26,7,0.787878788,,,
Department of Official Language,2019,1,39,41,-2,1.051282051,,,
Department of Official Language,2019,2,50,35,15,0.7,,,
Department of Official Language,2019,3,45,25,20,0.555555556,,,
Department of Official Language,2019,4,15,60,-45,4,,,
Department of Official Language,2019,5,10,6,4,0.6,,,
Department of Official Language,2019,6,26,19,7,0.730769231,,,
Department of Official Language,2019,7,26,27,-1,1.038461538,,,
Department of Official Language,2019,8,20,20,0,1,,,
Department of Official Language,2019,9,47,29,18,0.617021277,,,
Department of Official Language,2019,10,38,59,-21,1.552631579,,,
Department of Official Language,2019,11,1,1,0,1,,,
Department of Personnel and Training,2016,1,915,291,624,0.318032787,,,
Department of Personnel and Training,2016,2,13746,13001,745,0.945802415,,,
Department of Personnel and Training,2016,3,2794,2074,720,0.742304939,,,
